reference_date,expiry_date,forward,time_to_expiry_years,alpha,beta,rho,nu,rmse_vol_points,max_abs_error_vol_points,n_strikes,calibration_moneyness_band
2026-06-01,2026-07-17,760.2244407963872,0.12602739726027398,0.13670958674877667,1.0,-0.636155761665565,2.199999269975752,0.19889154702983414,0.7844656960932062,125,0.15
