reference_date,expiry_date,spot,forward,time_to_expiry_years,risk_free_rate,cost_of_carry,implied_dividend_yield,sabr_beta,calibration_moneyness_band
2026-06-01,2026-07-17,758.54,760.2244407963872,0.12602739726027398,0.0366,0.017600724191031782,0.01899927580896822,1.0,0.15
