historical_date,historical_return,scenario_spot,scenario_forward,scenario_volatility,scenario_option_price,scenario_pnl,delta_only_pnl,delta_gamma_pnl,delta_gamma_error
2025-06-03,0.005702620168379191,762.8656655025223,764.5597120249674,0.14352886993945316,12.885262776409434,-1.5368110206903403,-1.6429107648536005,-1.5358402757160494,0.0009707449742908381
2025-06-04,-0.00026841584324532874,758.3363958462646,760.020384512055,0.1392076619617977,14.499488609728875,0.07741481262910099,0.07732994050178957,0.07756715279294808,0.00015234016384708948
2025-06-05,-0.004832782373768718,754.8741412582015,756.5504415187982,0.13599254073817654,15.891103634998935,1.4690298378991606,1.3923126478044796,1.4692107059136537,0.0001808680144930186
2025-06-06,0.010268948655256738,766.3294083129584,768.0311465453965,0.14689578302027287,11.79219086493959,-2.629882932160184,-2.9584587069289636,-2.6112641883217096,0.018618743838474394
2025-06-09,0.0009012918516539958,759.2236659211536,760.9096248903052,0.14004514371814406,14.165584429603934,-0.25648936749584017,-0.25965995308049544,-0.25698539653146174,-0.0004960290356215702
2025-06-10,0.0056696905016009325,762.8406870330844,764.5346780874553,0.143504757218725,12.893570374350636,-1.5285034227491376,-1.6334238093076108,-1.527586302766548,0.0009171199825896981
2025-06-11,-0.002852026265172114,756.3766239968163,758.05626072381,0.13737662782792906,15.26942095652139,0.8473471594216164,0.8216617123963565,0.8484427831441115,0.0010956237224950538
2025-06-12,0.003974324863642353,761.5546843820672,763.2458196933927,0.1422671261481604,13.329915959934429,-1.0921578371653453,-1.1449931625656598,-1.092987860567053,-0.0008300234017077912
2025-06-13,-0.011180124223602483,750.0594285714285,751.7250371104648,0.1316997583591139,18.079805447084148,3.657731649984374,3.2209661343405833,3.6325081244882456,-0.025223525496128385
2025-06-16,0.009514237855946295,765.7569299832495,767.4573969500277,0.14633644283591302,11.964998579374614,-2.4570752177251602,-2.7410283924546324,-2.4429922700065845,0.014082947718575767
2025-06-17,-0.008545164929979365,752.0581505940135,753.7281975659807,0.1334526028048498,17.133634137636154,2.71156034053638,2.4618408795237277,2.702256008749457,-0.009304331786923026
2025-06-18,-0.0001506200525495105,758.425748665339,760.1099357511649,0.13929177460030856,14.465456106079289,0.043382308979515116,0.043393264574869854,0.04346795870687636,8.564972736124082e-05
2025-06-20,-0.005289234065345649,754.5279043920726,756.2034357868184,0.13567626229545232,16.038357167024788,1.6162833699250143,1.523815251096513,1.6159251844308091,-0.00035818549420518764
2025-06-23,0.00987749882210398,766.0324779565187,767.7335568148881,0.1466055415874692,11.881446659556318,-2.5406271375434564,-2.84568297826429,-2.5244538875280784,0.01617325001537795
2025-06-24,0.01104723819045228,766.9197720569856,768.6228212720681,0.14747361551660282,11.617104358118052,-2.804969438981722,-3.182681996888842,-2.7808649743439946,0.024104464637727308
