reference_date,expiry_date,forward,time_to_expiry_years,alpha,beta,rho,nu,rmse_vol_points,max_abs_error_vol_points,n_strikes,calibration_moneyness_band,volatility_source
2026-06-01,2026-07-17,760.2244407963872,0.12602739726027398,0.13631139679006823,1.0,-0.6337124214619672,2.201312729607294,0.20799997552425664,0.7962538402399466,125,0.15,reimplied_from_mid_prices
