strike,option_type,moneyness,market_iv,reimplied_iv,sabr_iv,market_bid,market_ask,market_mid,baw_price,absolute_diff,percent_diff,half_spreads,vega,vol_error_vol_points,predicted_price_error
650.0,put,-0.1449893411489369,0.2638277244227676,0.263509944466803,0.2555474060644035,1.27,1.29,1.28,1.0937002577193835,-0.18629974228061652,-0.14554667365673166,-18.629974228061634,0.22362399623424564,-0.7962538402399466,-0.17806146577132145
655.0,put,-0.1384123360808518,0.2573295330401501,0.25701426054217613,0.2501224636117338,1.38,1.39,1.3849999999999998,1.210394636834232,-0.1746053631657678,-0.1260688542713125,-34.92107263315353,0.24394162386996984,-0.689179693044234,-0.1681196134594178
660.0,put,-0.13183533101276668,0.2508011575361728,0.2504878287210236,0.24469991062631222,1.49,1.51,1.5,1.3411832358060765,-0.15881676419392354,-0.10587784279594903,-15.88167641939234,0.2658857123591818,-0.5787918094711381,-0.15389247256889338
665.0,put,-0.12525832594468156,0.2445291251373989,0.24421695729766052,0.2392790249951545,1.63,1.64,1.6349999999999998,1.4880020237299616,-0.1469979762700382,-0.08990701912540564,-29.39959525400761,0.29030800376042,-0.4937932302506026,-0.14335212694446187
670.0,put,-0.11868132087659655,0.2382537516752831,0.23794222486764963,0.2338591709087886,1.78,1.79,1.7850000000000001,1.6531081680575856,-0.1318918319424145,-0.07388898148034424,-26.378366388482874,0.3166679933735206,-0.40830539588610215,-0.12929725039883289
675.0,put,-0.11210431580851143,0.2320560163818623,0.23174431112444263,0.228439825775913,1.95,1.96,1.955,1.8391148450115706,-0.11588515498842944,-0.05927629411172861,-23.17703099768587,0.3453611322210892,-0.3304485348529618,-0.11412408013761893
680.0,put,-0.10552731074042632,0.225853235134565,0.2255404311306851,0.22302061507390217,2.14,2.15,2.145,2.049061200062756,-0.09593879993724386,-0.04472671325745634,-19.18775998744918,0.376547433100538,-0.251981605678292,-0.0948830268067128
685.0,put,-0.0989503056723412,0.2196944666015182,0.2193794972149686,0.21760135756085341,2.35,2.37,2.3600000000000003,2.286490088126979,-0.07350991187302114,-0.031148267742805564,-7.350991187302108,0.41037926892548704,-0.17781396541151906,-0.07297116513032104
690.0,put,-0.09237330060425608,0.213713201599496,0.2133947612676267,0.21218212407615245,2.6,2.62,2.6100000000000003,2.555541134852558,-0.05445886514744247,-0.020865465573732745,-5.445886514744243,0.4469929371773373,-0.12126371914742418,-0.05420402599475485
695.0,put,-0.08579629553617096,0.2076802143720673,0.20735686957903113,0.20676331423957395,2.88,2.9,2.8899999999999997,2.8610621394079208,-0.028937860592078923,-0.010013100550892362,-2.8937860592078897,0.4864969935244101,-0.05935553394571802,-0.028876288813627884
700.0,put,-0.07921929046808596,0.2016995350805242,0.20136953193915522,0.2013457568247519,3.2,3.22,3.21,3.2087423015398215,-0.0012576984601784247,-0.00039180637388735973,-0.12576984601784236,0.5289563493179106,-0.0023775114403323805,-0.0012575997719397834
701.0,put,-0.07790388945446891,0.2005214349442158,0.20018985143605783,0.20026250626675174,3.27,3.29,3.2800000000000002,3.2839064894822174,0.003906489482217168,0.0011910028909198683,0.3906489482217165,0.5378042828310781,0.007265483069390788,0.003907407911555053
702.0,put,-0.07658848844085187,0.1993098305228738,0.19897660446350224,0.19917937332448468,3.34,3.36,3.3499999999999996,3.3610796612172464,0.011079661217246795,0.003307361557387103,1.1079661217246786,0.5467703323686068,0.020276886098244407,0.011086799751337478
703.0,put,-0.07527308742723482,0.1982456260500285,0.19791055888879158,0.19809637348092907,3.42,3.44,3.4299999999999997,3.440322603781275,0.010322603781275141,0.0030095054755904203,1.0322603781275133,0.5558539538247587,0.01858145921374843,0.010328577571795556
704.0,put,-0.07395768641361777,0.1969659124131527,0.19662907154526646,0.1970135235133355,3.49,3.51,3.5,3.52169813342139,0.021698133421390153,0.006199466691825758,2.1698133421390615,0.5650544341085251,0.03844519680690495,0.02172362892591655
705.0,put,-0.07264228540000084,0.1958291015116565,0.19549028120798617,0.19593084156549723,3.57,3.59,3.58,3.605271166621204,0.02527116662120399,0.007058985089721784,2.5271166621203967,0.5743708793527036,0.044056035751105505,0.025304503995156616
706.0,put,-0.0713268843863838,0.1946555206869358,0.19431464791603448,0.19484834722418934,3.65,3.67,3.66,3.6911087934434694,0.031108793443469285,0.008499670339745706,3.110879344346926,0.5838022025106415,0.05336993081548613,0.031157483157921363
707.0,put,-0.07001148337276675,0.1934457883939807,0.19310278784159352,0.19376606160002532,3.73,3.75,3.74,3.7792803532288217,0.03928035322882151,0.010502768243000402,3.928035322882147,0.5933471103234389,0.06632737584318094,0.03935515679188808
708.0,put,-0.0686960823591497,0.1923671453164671,0.19202179634415864,0.19268400741299263,3.82,3.84,3.83,3.8698575126841464,0.03985751268414628,0.010406661275234015,3.9857512684146243,0.6030040895543376,0.066221106883399,0.03993159826550449
709.0,put,-0.06738068134553277,0.1911663076867803,0.19081859891035008,0.19160220908294792,3.9,3.93,3.915,3.9629143463941747,0.04791434639417469,0.012238658082803241,3.1942897596116193,0.6127713925427214,0.07836101725978428,0.04801738966734224
710.0,put,-0.06606528033191572,0.1900092582140525,0.18965903181231758,0.1905206928253642,3.99,4.02,4.005,4.058527419775418,0.05352741977541786,0.013365148508219191,3.5684946516946003,0.6226470220538349,0.08616610130466329,0.053651066379337656
711.0,put,-0.06474987931829868,0.1888928220670341,0.18853991497112502,0.1894394867526409,4.09,4.11,4.1,4.156775874492755,0.05677587449275556,0.013847774266525748,5.677587449275425,0.6326287153093801,0.08995717815158955,0.05690949404689714
712.0,put,-0.06343447830468163,0.187657393485386,0.18730178532433853,0.18835862098130934,4.18,4.2,4.1899999999999995,4.257741516343294,0.06774151634329417,0.01616742633491508,6.774151634329261,0.6427139273080584,0.1056835656970817,0.06792429956109058
713.0,put,-0.062119077291064695,0.1865384399069678,0.18617988437376976,0.1872781277454752,4.28,4.3,4.29,4.361508905606412,0.07150890560641177,0.01666874256559715,7.150890560641329,0.6528998132771413,0.1098243371705443,0.07170428923193418
714.0,put,-0.06080367627744765,0.1854535211086592,0.1850918394560765,0.18619804151686836,4.39,4.4,4.395,4.468165449845657,0.0731654498456571,0.016647428861355427,14.633089969130431,0.6631832104071033,0.11062020607918721,0.07336146340349074
715.0,put,-0.0594882752638306,0.1842503573270756,0.18388551617166826,0.1851183991318844,4.48,4.51,4.495,4.577801499135627,0.08280149913562695,0.01842080069758108,5.520099942375248,0.6735606186419661,0.12328829602161473,0.08304214093963268
716.0,put,-0.05817287425021356,0.183080207124962,0.18271201727166506,0.18403923992602328,4.59,4.61,4.6,4.69051044367086,0.09051044367086014,0.01967618340670873,9.051044367085805,0.684028180682139,0.13272226543582233,0.09078576976207749
717.0,put,-0.05685747323659651,0.1819403157454583,0.18156858121389502,0.18296060587615226,4.7,4.72,4.71,4.806388813697877,0.09638881369787722,0.020464716284050364,9.638881369787928,0.694581661083582,0.13920246622572408,0.09668748021799464
718.0,put,-0.05554207222297958,0.1808280116189141,0.18045252930533195,0.1818825417510436,4.81,4.84,4.824999999999999,4.925536381691606,0.10053638169160628,0.020836555791006486,6.702425446107029,0.7052164245823,0.14300124457116425,0.1008468264072955
719.0,put,-0.05422667120936253,0.1797407082384945,0.17936126756015497,0.1808050952706519,4.93,4.96,4.945,5.0480562666737905,0.1030562666737902,0.020840498821797813,6.870417778252623,0.7159274133848202,0.144382771049692,0.1033675838149387
720.0,put,-0.052911270195745486,0.1785372984368568,0.17815383642941654,0.17972831727462973,5.05,5.07,5.0600000000000005,5.174055040548428,0.1140550405484273,0.022540521847515274,11.405504054842467,0.7267091237396883,0.15744808452131942,0.11441895953698042
721.0,put,-0.05159586918212844,0.1774263673241363,0.17703858035263054,0.17865226190058842,5.17,5.2,5.1850000000000005,5.303642836300538,0.11864283630053762,0.02288193564137659,7.909522420035776,0.7375555815444912,0.16136815479578792,0.11901798325316884
722.0,put,-0.050280468168511505,0.1763351726506637,0.17594282555316523,0.1775769867726447,5.3,5.33,5.3149999999999995,5.436933457869317,0.12193345786931786,0.022941384359231962,8.12889719128779,0.7484603171473035,0.16341612194794575,0.12231048246014191
723.0,put,-0.04896506715489446,0.1751950806947234,0.17479800738031515,0.1765025532008065,5.43,5.46,5.445,5.574044491479128,0.129044491479128,0.02369963112564334,8.602966098608462,0.7594163393264796,0.17045458204913433,0.12944599472117865
724.0,put,-0.047649666141277414,0.1741374679323421,0.17373533528278054,0.1754290263917774,5.57,5.6,5.585,5.7150974181629115,0.13009741816291154,0.023294076663010123,8.673161210860954,0.7704161084091332,0.16936911089968643,0.13048469130405133
725.0,put,-0.04633426512766037,0.1730284374992622,0.17262105883930937,0.1743564756717745,5.71,5.74,5.725,5.860217727174559,0.1352177271745596,0.0236188169737222,9.014515144970565,0.781451508747022,0.1735416832465142,0.1356144102034863
726.0,put,-0.04501886411404343,0.1718686257689464,0.17145580319999457,0.17328497472197413,5.85,5.88,5.865,6.009535029937027,0.1445350299370265,0.02464365386820571,9.635668662468353,0.792513820388141,0.18291715219795612,0.14496437110292126
727.0,put,-0.04370346310042639,0.1707839214929581,0.17036528669139592,0.17221460182721515,6.0,6.03,6.015000000000001,6.1631831741134,0.14818317411339965,0.02463560666889437,9.878878274226562,0.803593690152704,0.1849315135819235,0.1486097974248228
728.0,put,-0.04238806208680934,0.1696460630051456,0.1692213921836418,0.17114544013860045,6.15,6.18,6.165,6.3213003573336195,0.15630035733361947,0.025352856015185637,10.42002382224152,0.8146811022436751,0.1924047954958652,0.15674855087154035
729.0,put,-0.041072661073192296,0.1685775464855679,0.1681464433959385,0.17007757795064993,6.31,6.34,6.324999999999999,6.484029240037687,0.1590292400376878,0.025142962851808354,10.601949335845767,0.8257653482643512,0.19311345547114167,0.15946639981165958
730.0,put,-0.03975726005957525,0.1675138146657708,0.16707594655324776,0.1690111089936567,6.48,6.5,6.49,6.651517056823257,0.16151705682325712,0.024887065766295395,16.151705682326057,0.836834997035929,0.19351624404089496,0.16194116550836646
731.0,put,-0.038441859045958315,0.166393681534584,0.1659487774295244,0.16794613274190204,6.64,6.67,6.654999999999999,6.82391572560471,0.1689157256047107,0.025381776950369753,11.261048373647286,0.8478778642136753,0.199735531237763,0.1693513356334583
732.0,put,-0.03712645803234127,0.1653934175090216,0.16494095279565862,0.16688275473837477,6.82,6.85,6.835,7.001381953798224,0.16638195379822385,0.024342641375014462,11.09213025321516,0.8588809818431464,0.19418019427161481,0.16677767591049744
733.0,put,-0.035811057018724224,0.1642175737853098,0.1637573954430341,0.16582108693662403,6.99,7.02,7.005,7.1840773406511715,0.17907734065117165,0.02556421708082393,11.93848937674503,0.8698305681762885,0.20636914935899253,0.1795061944409898
734.0,put,-0.03449565600510718,0.1632136897472321,0.16274515531594738,0.16476124806034798,7.18,7.21,7.195,7.372168474723959,0.1771684747239588,0.02462383248421943,11.811231648263822,0.8807119978067045,0.20160927444005938,0.17755970686846487
735.0,put,-0.03318025499149024,0.1621480330117883,0.16167078864758994,0.16370336398128482,7.37,7.4,7.385,7.565827025417973,0.18082702541797335,0.024485717727552248,12.05513502786479,0.8915097725970876,0.2032575333694886,0.18120607735287772
736.0,put,-0.0318648539778732,0.1611325322150734,0.1606460449320045,0.16264756811592018,7.57,7.6,7.585,7.765229827310044,0.18022982731004422,0.023761348359926725,12.015321820669872,0.9022074934395441,0.20015231839156933,0.18057892148217133
737.0,put,-0.030549452964256152,0.1600535093733466,0.15955737168667003,0.16159400184145414,7.77,7.8,7.785,7.970558955921427,0.1855589559214268,0.02383544713184673,12.37059706142835,0.9127878333958338,0.20366301547841137,0.18590112264140127
738.0,put,-0.029234051950639106,0.1590202127796791,0.15851383604344724,0.16054281493139233,7.98,8.01,7.995,8.18200179339662,0.18700179339661904,0.023389842826343845,12.466786226441535,0.9232325124925111,0.20289788879450932,0.18732192765118097
739.0,put,-0.02791865093702217,0.1579216418153121,0.15740455421605873,0.159494166011006,8.19,8.22,8.205,8.399751082405633,0.19475108240563266,0.023735659037858948,12.983405493708352,0.9335222745456839,0.2089611794947266,0.1950699155736661
740.0,put,-0.026603249923405126,0.1569709717799302,0.1564423742623175,0.15844822303278375,8.42,8.45,8.434999999999999,8.624004966416036,0.1890049664160376,0.02240722779087583,12.600331094402774,0.9436368666578154,0.2005848770466251,0.18927928487522047
741.0,put,-0.02528784890978808,0.1559509731055691,0.15541032195587615,0.15740516377182412,8.65,8.68,8.665,8.854967014294667,0.1899670142946679,0.02192348693533386,12.664467619644796,0.9535550216544841,0.1994841815947973,0.19021914310035398
742.0,put,-0.023972447896171034,0.154966172609323,0.15441273963360386,0.1563651763409307,8.89,8.92,8.905000000000001,9.092846227007088,0.1878462270070873,0.02109446681719116,12.523081800472754,0.9632544442964353,0.19524367073268378,0.18806933355400748
743.0,put,-0.02265704688255399,0.1539104596645422,0.15334360916957446,0.15532845972493176,9.13,9.16,9.145,9.337857023983524,0.19285702398352456,0.021088794312031117,12.857134932235244,0.9727118016742864,0.19848505553572982,0.19306875597558054
744.0,put,-0.021341645868937054,0.1529372531091567,0.15235609771769623,0.15429522433347054,9.38,9.42,9.4,9.590219206503065,0.19021920650306434,0.020236085798198335,9.51096032515342,0.9819027186295237,0.1939126615774306,0.19040336957956588
745.0,put,-0.020026244855320008,0.1519916893843337,0.15139536131292533,0.1532656925711927,9.65,9.68,9.665,9.850157895236416,0.1851578952364168,0.01915756805343164,12.343859682428048,0.9908017789046042,0.18703312582673826,0.18531275378322093
746.0,put,-0.018710843841702962,0.1509708018816591,0.15035849864935627,0.15224009942386832,9.91,9.95,9.93,10.117903438862413,0.18790343886241345,0.018922803510817064,9.395171943120873,0.9993825327123673,0.1881600774512049,0.18804389475854033
747.0,put,-0.017395442828085916,0.1500238322565334,0.1493945055331294,0.15121869305856117,10.19,10.23,10.21,10.393691290450983,0.18369129045098198,0.017991311503524187,9.184564522548888,1.0076175118657105,0.18241875254317585,0.1838083295552016
748.0,put,-0.01608004181446898,0.1490976822819743,0.1484502812785767,0.15020173543543974,10.48,10.52,10.5,10.677761848083565,0.17776184808356454,0.016929699817482338,8.888092404178417,1.0154782530138462,0.1751454156863036,0.17785636074451147
749.0,put,-0.014764640800851936,0.1481899714115467,0.1475233746355987,0.14918950292826433,10.78,10.82,10.8,10.970360255972249,0.17036025597224835,0.01577409777520818,8.51801279861222,1.0229353303222055,0.16661282926656307,0.17043414954170893
750.0,put,-0.01344923978723489,0.1472984187499176,0.14661142738775218,0.14818228694991645,11.09,11.13,11.11,11.271736162132667,0.16173616213266762,0.014557710362976383,8.086808106633194,1.0299583983242044,0.15708595621642674,0.16179199986389697
751.0,put,-0.012133838773617844,0.1463725337538208,0.14566390274898408,0.14718039457861062,11.41,11.44,11.425,11.58214342849061,0.1571434284906097,0.013754348226749206,10.47622856604087,1.0365162461865474,0.15164918296265428,0.15718684186170734
752.0,put,-0.01081843776000091,0.1454591058406673,0.1447274465168833,0.14618414917960423,11.73,11.77,11.75,11.901839789148054,0.1518397891480543,0.012922535246642919,7.591989457402876,1.0425768642870814,0.14567026627209378,0.15187244942982372
753.0,put,-0.009503036746383864,0.1446037805103601,0.14384716922880206,0.14519389101630004,12.07,12.11,12.09,12.231086452422673,0.14108645242267315,0.011669681755390666,7.0543226211338075,1.0481075243472304,0.13467217874979787,0.14115092386789835
754.0,put,-0.008187635732766818,0.1437563093205867,0.14297361430976852,0.14420997784363582,12.42,12.46,12.440000000000001,12.570195009635421,0.13019500963542008,0.010465836787413188,6.509750481770854,1.0531690605412258,0.12363635338673018,0.13020998214504562
