n_scenarios,mean,std,annualised_vol,skewness,excess_kurtosis,min,max,worst_date,best_date
250,0.0010151288911627895,0.007481205924626844,0.11876046230055394,-0.24400294522082677,1.5687527269524955,-0.027027832409559527,0.029067835498520544,2025-10-10,2026-03-31
