strike,option_type,moneyness,market_iv,sabr_iv,residual_vol_points,mid
408.0,put,-0.1480334067949044,0.22622,0.2204164154776144,-0.5803584522385608,0.395
409.0,put,-0.14594525338018605,0.22435,0.21883558640086678,-0.5514413599133211,0.405
410.0,put,-0.1438570999654677,0.2218,0.21725512250765106,-0.4544877492348942,0.415
411.0,put,-0.14176894655074934,0.21945,0.21567500334811626,-0.3774996651883744,0.425
412.0,put,-0.139680793136031,0.21778,0.21409520926121012,-0.3684790738789884,0.435
413.0,put,-0.13759263972131264,0.21532,0.2125157214458409,-0.2804278554159101,0.445
414.0,put,-0.13550448630659417,0.21394,0.2109365220381989,-0.30034779618010876,0.46499999999999997
415.0,put,-0.13341633289187582,0.21224,0.20935759419578465,-0.28824058042153655,0.475
416.0,put,-0.13132817947715747,0.2112,0.2077789221887398,-0.34210778112601925,0.495
417.0,put,-0.12924002606243912,0.20827,0.20620049149913688,-0.20695085008631264,0.505
418.0,put,-0.12715187264772077,0.20744,0.20462228892894405,-0.2817711071055967,0.525
419.0,put,-0.1250637192330024,0.2043,0.20304430271745488,-0.12556972825451262,0.535
420.0,put,-0.12297556581828395,0.20253,0.20146652266904605,-0.1063477330953938,0.555
421.0,put,-0.1208874124035656,0.20168,0.19988894029221257,-0.17910597077874235,0.575
422.0,put,-0.11879925898884724,0.19912,0.19831154895092562,-0.08084510490743713,0.595
423.0,put,-0.11671110557412889,0.19798,0.1967343440294586,-0.12456559705413817,0.615
424.0,put,-0.11462295215941054,0.19637,0.19515732311194334,-0.12126768880566519,0.635
425.0,put,-0.11253479874469208,0.19424,0.193580486178046,-0.06595138219540053,0.655
426.0,put,-0.11044664532997372,0.19166,0.19200383581629313,0.0343835816293131,0.675
427.0,put,-0.10835849191525537,0.1905,0.1904273774567298,-0.007262254327020101,0.695
428.0,put,-0.10627033850053702,0.18911,0.18885111962476947,-0.02588803752305302,0.73
429.0,put,-0.10418218508581867,0.18688,0.1872750742182822,0.03950742182822209,0.755
430.0,put,-0.10209403167110032,0.18496,0.18569925681018018,0.07392568101801666,0.775
431.0,put,-0.10000587825638185,0.18353,0.18412368697899373,0.059368697899372935,0.805
432.0,put,-0.0979177248416635,0.18161,0.18254838867018824,0.09383886701882505,0.845
433.0,put,-0.09582957142694515,0.18017,0.18097339059126402,0.08033905912640249,0.875
434.0,put,-0.0937414180122268,0.17855,0.17939872664399206,0.0848726643992076,0.91
435.0,put,-0.09165326459750844,0.17687,0.17782443639749707,0.0954436397497066,0.945
436.0,put,-0.08956511118279009,0.17495,0.1762505656062834,0.1300565606283416,0.99
437.0,put,-0.08747695776807163,0.17303,0.17467716677773418,0.1647166777734188,1.03
438.0,put,-0.08538880435335328,0.17099,0.1731042997940847,0.21142997940847008,1.065
439.0,put,-0.08330065093863492,0.16944,0.17153203259440003,0.2092032594400023,1.1150000000000002
440.0,put,-0.08121249752391657,0.16859,0.16996044192266238,0.1370441922662391,1.165
441.0,put,-0.07912434410919822,0.16628,0.1683896141487114,0.21096141487113862,1.205
442.0,put,-0.07703619069447987,0.16469,0.1668196461694789,0.21296461694788882,1.255
443.0,put,-0.0749480372797614,0.16344,0.16525064639872333,0.18106463987233312,1.3250000000000002
444.0,put,-0.07285988386504305,0.16171,0.16368273585430765,0.19727358543076556,1.37
445.0,put,-0.0707717304503247,0.15935,0.16211604935297108,0.27660493529710894,1.435
446.0,put,-0.06868357703560635,0.15825,0.1605507368235286,0.2300736823528604,1.5150000000000001
447.0,put,-0.066595423620888,0.15648,0.1589869647504961,0.25069647504960824,1.5750000000000002
448.0,put,-0.06450727020616953,0.15504,0.1574249177612669,0.2384917761266897,1.66
449.0,put,-0.06241911679145118,0.15345,0.15586480037117237,0.24148003711723653,1.725
450.0,put,-0.06033096337673283,0.15191,0.15430683890201244,0.23968389020124492,1.8050000000000002
451.0,put,-0.058242809962014475,0.15007,0.15275128359094753,0.26812835909475197,1.89
452.0,put,-0.05615465654729612,0.14917,0.15119841090795652,0.20284109079565238,1.98
453.0,put,-0.05406650313257777,0.14702,0.1496485261013667,0.2628526101366685,2.08
454.0,put,-0.05197834971785931,0.14564,0.14810196599218925,0.24619659921892578,2.185
455.0,put,-0.049890196303140955,0.14357,0.14655910203908673,0.29891020390867273,2.2800000000000002
456.0,put,-0.0478020428884226,0.14241,0.1450203436966708,0.26103436966707916,2.415
457.0,put,-0.04571388947370425,0.14047,0.1434861420903358,0.3016142090335794,2.5199999999999996
458.0,put,-0.0436257360589859,0.1397,0.14195699403085457,0.2256994030854581,2.6500000000000004
459.0,put,-0.041537582644267546,0.13816,0.14043344639125624,0.22734463912562342,2.795
460.0,put,-0.03944942922954908,0.13646,0.13891610086683867,0.2456100866838673,2.95
461.0,put,-0.03736127581483073,0.13488,0.13740561913619692,0.25256191361969216,3.0700000000000003
462.0,put,-0.03527312240011238,0.13401,0.13590272843646634,0.18927284364663455,3.2699999999999996
463.0,put,-0.033184968985394026,0.13209,0.13440822755908594,0.23182275590859225,3.42
464.0,put,-0.031096815570675673,0.1305,0.1329229932626637,0.24229932626637085,3.5949999999999998
465.0,put,-0.02900866215595732,0.12876,0.1314479870862496,0.26879870862495936,3.775
466.0,put,-0.026920508741238858,0.12664,0.12998426252863812,0.334426252863812,3.9800000000000004
467.0,put,-0.024832355326520505,0.12519,0.12853297253627902,0.3342972536279021,4.2
468.0,put,-0.022744201911802153,0.12537,0.1270953772129014,0.1725377212901391,4.484999999999999
469.0,put,-0.0206560484970838,0.12321,0.12567285162698824,0.2462851626988241,4.73
470.0,put,-0.01856789508236545,0.1216,0.12426689354770717,0.2666893547707175,4.949999999999999
471.0,put,-0.016479741667647096,0.12075,0.12287913088498417,0.2129130884984176,5.265000000000001
472.0,put,-0.014391588252928633,0.11787,0.12151132854462945,0.3641328544629452,5.515000000000001
473.0,put,-0.012303434838210281,0.11747,0.12016539433504221,0.2695394335042206,5.885
474.0,put,-0.010215281423491929,0.1156,0.11884338347935097,0.3243383479350978,6.175000000000001
475.0,put,-0.008127128008773576,0.11487,0.1175475011987577,0.26775011987577035,6.525
476.0,put,-0.006038974594055224,0.11379,0.11628010274435026,0.2490102744350256,6.975
479.0,call,0.00022548565009983257,0.1167,0.11267451664130462,-0.40254833586953753,7.84
480.0,call,0.002313639064818407,0.11781,0.11154740372178724,-0.6262596278212753,7.515000000000001
481.0,call,0.004401792479536759,0.11366,0.11046253113812013,-0.3197468861879868,6.755
482.0,call,0.006489945894255111,0.11248,0.1094229187713104,-0.3057081228689598,6.255
483.0,call,0.008578099308973464,0.11481,0.10843160376218201,-0.6378396237817983,5.965
484.0,call,0.010666252723691816,0.11302,0.10749159577822293,-0.552840422177707,5.51
485.0,call,0.012754406138410168,0.11284,0.10660582601309153,-0.6234173986908467,5.12
486.0,call,0.01484255955312852,0.10891,0.10577709112842483,-0.3132908871575177,4.475
487.0,call,0.016930712967846873,0.10739,0.10500799395216504,-0.23820060478349642,4.09
488.0,call,0.019018866382565225,0.10664,0.10430088331927448,-0.23391166807255198,3.7300000000000004
489.0,call,0.021107019797283577,0.10888,0.1036577958984895,-0.5222204101510503,3.535
490.0,call,0.02319517321200193,0.10809,0.10308040310890393,-0.5009596891096078,3.26
491.0,call,0.02528332662672028,0.10442,0.10256996622236471,-0.18500337776352904,2.79
492.0,call,0.027371480041438856,0.1074,0.10212730243233965,-0.5272697567660343,2.67
493.0,call,0.029459633456157208,0.10328,0.10175276405205537,-0.15272359479446274,2.26
494.0,call,0.03154778687087556,0.10489,0.1014462321391185,-0.34437678608814914,2.1550000000000002
495.0,call,0.03363594028559391,0.10204,0.10120712482922946,-0.08328751707705473,1.8250000000000002
496.0,call,0.035724093700312265,0.10372,0.10103441962360177,-0.2685580376398239,1.74
497.0,call,0.03781224711503062,0.10424,0.10092668794198435,-0.33133120580156467,1.56
498.0,call,0.03990040052974897,0.1012,0.10088213953300276,-0.03178604669972357,1.3050000000000002
499.0,call,0.04198855394446732,0.10264,0.10089867389327609,-0.1741326106723909,1.245
500.0,call,0.044076707359185674,0.10272,0.10097393570578839,-0.1746064294211619,1.1
501.0,call,0.046164860773904026,0.1,0.10110537144069986,0.11053714406998594,0.925
502.0,call,0.04825301418862238,0.10191,0.10129028460934277,-0.06197153906572356,0.875
505.0,call,0.05451747443277766,0.09938,0.10213783417640197,0.2757834176401977,0.565
510.0,call,0.06495824150636942,0.10045,0.10436012278820697,0.3910122788206974,0.315
515.0,call,0.0753990085799614,0.10298,0.10732621683326589,0.4346216833265887,0.185
520.0,call,0.08583977565355316,0.10575,0.11079293387159084,0.504293387159084,0.11499999999999999
525.0,call,0.09628054272714492,0.11017,0.11458777284886867,0.441777284886867,0.07500000000000001
530.0,call,0.10672130980073691,0.11458,0.11859263960593942,0.4012639605939422,0.055
535.0,call,0.11716207687432867,0.11796,0.12272747621877315,0.4767476218773159,0.035
540.0,call,0.12760284394792065,0.12613,0.12693787665878445,0.08078766587844566,0.035
545.0,call,0.1380436110215124,0.13057,0.1311865885060316,0.061658850603160675,0.025
550.0,call,0.1484843780951044,0.13884,0.13544788155677912,-0.3392118443220876,0.025
