n_scenarios,mean,std,annualised_vol,skewness,excess_kurtosis,min,max,worst_date,best_date
250,0.0009040555459355919,0.008277144159522116,0.13139559007155754,-0.027793614581047062,-0.17835513638937872,-0.02001178608260079,0.022826717275554964,2023-02-21,2023-01-06
