reference_date,expiry_date,forward,time_to_expiry_years,alpha,beta,rho,nu,rmse_vol_points,max_abs_error_vol_points,n_strikes,calibration_moneyness_band
2023-12-29,2024-02-16,478.8920167222817,0.13424657534246576,0.10992211047322517,1.0,-0.5108417728028538,2.103836485734181,0.2945843583083544,0.6378396237817983,103,0.15
