reference_date,expiry_date,forward,time_to_expiry_years,alpha,beta,rho,nu,rmse_vol_points,max_abs_error_vol_points,n_strikes,calibration_moneyness_band,volatility_source
2023-12-29,2024-02-16,478.8920167222817,0.13424657534246576,0.10979667925264633,1.0,-0.5242250346204128,2.132810344138317,0.23462302531338974,0.5074537050719363,103,0.15,reimplied_from_mid_prices
